review_id,application_id,decision,review_comment,review_date,reviewed_by
REV528067,APP10457968,APPROVED,Approved after manual PAN check.,2026-06-17 19:38:21,Alisha Duffy
REV732104,APP57889304,APPROVED,"All documents verified, cleared for activation.",01-16-2026,James Barrett
REV197828,APP40931261,APPROVED,"KYC matches, no red flags.",02-04-2026,Alisha Duffy
REV465611,APP14150091,approved,"KYC matches, no red flags.",13/08/2025,Grant Glass
REV275901,APP73923540,APPROVED,"All documents verified, cleared for activation.",01-Oct-2025,Grant Glass
REV146805,APP31797405,approved,Approved after manual PAN check.,2026-03-30,Grant Glass
REV326749,APP38748208,approved,Approved after manual PAN check.,2025-08-28 02:48:24,Alisha Duffy
REV085030,APP02537950,APPROVED,"All documents verified, cleared for activation.",11-26-2025,Catherine James
REV535816,APP98697207,approved,"KYC matches, no red flags.",2025-03-11 19:15:23,James Barrett
REV689578,APP50963457,Approved,Approved after manual PAN check.,2025-06-05,James Barrett
REV102315,APP10733194,APPROVED,,14/07/2025,Donna Long
REV657782,APP91860994,APPROVED,Approved after manual PAN check.,06-19-2026,Robin Coleman
REV746235,APP26042308,APPROVED,,26/04/2025,Donna Long
REV844351,APP61109128,Approved,"All documents verified, cleared for activation.",01-30-2025,Robin Coleman
REV710211,APP33130909,approved,"All documents verified, cleared for activation.",03-24-2026,Lance Mitchell MD
REV367404,APP46514260,APPROVED,"All documents verified, cleared for activation.",01-06-2026,Robin Coleman
REV407437,APP62602798,APPROVED,Approved after manual PAN check.,14-May-2025,Lance Mitchell MD
REV201444,APP43088424,Approved,Approved after manual PAN check.,03-11-2026,Alisha Duffy
REV409441,APP77721283,approved,"KYC matches, no red flags.",08-Apr-2026,James Barrett
REV630478,APP94246997,approved,"All documents verified, cleared for activation.",2025-02-04,Jose White
REV109691,APP41588516,approved,Approved after manual PAN check.,30-Apr-2025,James Barrett
REV026992,APP71577284,APPROVED,,12-Jul-2025,James Barrett
REV540601,APP77550481,Approved,,2025-09-20 10:24:15,Donna Long
REV501269,APP81306130,Approved,Approved after manual PAN check.,16-Mar-2025,Donna Long
REV728912,APP89034156,APPROVED,,25/01/2025,Robin Coleman
REV129436,APP33549916,Approved,Approved after manual PAN check.,2026-02-13,Catherine James
REV395939,APP31697540,approved,"All documents verified, cleared for activation.",2025-09-20 14:25:45,Alisha Duffy
REV510931,APP98167668,APPROVED,Approved after manual PAN check.,11-30-2025,Donna Long
REV005827,APP24152858,APPROVED,"KYC matches, no red flags.",2025-05-28 15:21:16,James Barrett
REV186629,APP55059302,approved,Approved after manual PAN check.,08-16-2025,Catherine James
REV623405,APP83231043,approved,"KYC matches, no red flags.",24/03/2026,Robin Coleman
REV635626,APP68859148,Approved,"All documents verified, cleared for activation.",25-Jun-2025,James Barrett
REV312141,APP34009458,APPROVED,"KYC matches, no red flags.",26/08/2025,Robin Coleman
REV190057,APP56292319,Approved,Approved after manual PAN check.,03-08-2025,Lance Mitchell MD
REV161138,APP08035631,Approved,"All documents verified, cleared for activation.",04-22-2026,Robin Coleman
REV523891,APP75797979,APPROVED,Approved after manual PAN check.,23/01/2025,Lance Mitchell MD
REV754850,APP34486356,approved,"All documents verified, cleared for activation.",10-28-2025,Donna Long
REV432081,APP54804310,Approved,"All documents verified, cleared for activation.",11-May-2025,Grant Glass
REV714132,APP50387179,APPROVED,Approved after manual PAN check.,2026-06-03,Lance Mitchell MD
REV472222,APP94598777,Approved,"All documents verified, cleared for activation.",2025-06-09,Robin Coleman
REV390817,APP07910966,Approved,"All documents verified, cleared for activation.",2025-07-27 19:45:23,Alisha Duffy
REV749656,APP03437674,Approved,Approved after manual PAN check.,2025-03-09,Catherine James
REV403568,APP64475162,APPROVED,"KYC matches, no red flags.",2025-12-12,Robin Coleman
REV309461,APP16042542,APPROVED,"All documents verified, cleared for activation.",01-09-2025,Catherine James
REV865716,APP10964691,APPROVED,"KYC matches, no red flags.",25/02/2025,Lance Mitchell MD
REV641456,APP85562696,Approved,"All documents verified, cleared for activation.",21-Feb-2026,Lance Mitchell MD
REV602050,APP50263103,Approved,"KYC matches, no red flags.",07-01-2025,Alisha Duffy
REV627891,APP79036652,Approved,,2026-02-09,Jose White
REV188643,APP75021406,Approved,Approved after manual PAN check.,26/05/2025,Donna Long
REV379121,APP26726676,APPROVED,"KYC matches, no red flags.",02-06-2026,Grant Glass
REV613863,APP64815886,APPROVED,"All documents verified, cleared for activation.",18-Dec-2025,Grant Glass
REV244816,APP09895068,Approved,"All documents verified, cleared for activation.",02-15-2025,Robin Coleman
REV201001,APP46098721,Approved,Approved after manual PAN check.,07-18-2025,Catherine James
REV920512,APP28773969,Approved,"KYC matches, no red flags.",2026-05-10 17:41:57,Lance Mitchell MD
REV561510,APP57108414,APPROVED,"KYC matches, no red flags.",19-Apr-2025,Donna Long
REV156429,APP43840412,Approved,"All documents verified, cleared for activation.",05-Feb-2026,Catherine James
REV768842,APP07496044,approved,"KYC matches, no red flags.",2026-01-05 19:58:52,Jose White
REV413974,APP57705491,approved,"KYC matches, no red flags.",2025-04-26 23:52:20,Catherine James
REV540889,APP81597976,APPROVED,,12-Nov-2025,Alisha Duffy
REV402892,APP60163426,Approved,"KYC matches, no red flags.",12-16-2025,Robin Coleman
REV661253,APP72251467,approved,"All documents verified, cleared for activation.",2025-12-19,Alisha Duffy
REV697961,APP91229507,Approved,"KYC matches, no red flags.",10-16-2025,Alisha Duffy
REV092577,APP53770713,approved,,19/12/2025,Donna Long
REV377659,APP65481149,approved,"All documents verified, cleared for activation.",2026-03-28 04:58:46,Grant Glass
REV060260,APP61981663,APPROVED,"All documents verified, cleared for activation.",18/02/2025,Grant Glass
REV313030,APP61932870,approved,Approved after manual PAN check.,12-22-2025,Grant Glass
REV834646,APP18036663,Approved,"KYC matches, no red flags.",08-Jul-2025,Robin Coleman
REV297256,APP41518159,Approved,,28-Apr-2026,Robin Coleman
REV484255,APP17352190,approved,"All documents verified, cleared for activation.",14-Jun-2026,Jose White
REV777657,APP38086057,Approved,"All documents verified, cleared for activation.",19-Mar-2025,Jose White
REV801151,APP70686470,Approved,Approved after manual PAN check.,26-Nov-2025,Robin Coleman
REV961318,APP01776708,APPROVED,,2026-04-06 18:16:27,Alisha Duffy
REV682416,APP14275139,Approved,Approved after manual PAN check.,11-18-2025,Donna Long
REV822226,APP09116974,approved,,2025-03-05,Grant Glass
REV579031,APP27044411,APPROVED,"KYC matches, no red flags.",23/05/2025,Lance Mitchell MD
REV119295,APP65039352,Approved,"KYC matches, no red flags.",2025-01-06,Donna Long
REV776835,APP59260295,approved,,2026-01-09,Catherine James
REV402365,APP16430241,APPROVED,Approved after manual PAN check.,06-Jun-2026,Grant Glass
REV925926,APP59734914,Approved,Approved after manual PAN check.,12-Nov-2025,Lance Mitchell MD
REV362948,APP69398922,approved,"KYC matches, no red flags.",03-12-2026,James Barrett
REV060096,APP99862409,APPROVED,"All documents verified, cleared for activation.",2026-02-18,Alisha Duffy
REV323659,APP13969504,Approved,"KYC matches, no red flags.",05-28-2025,Grant Glass
REV061204,APP19022614,APPROVED,Approved after manual PAN check.,06-13-2026,James Barrett
REV207233,APP79147575,approved,"All documents verified, cleared for activation.",03-02-2025,Jose White
REV682568,APP90176078,Approved,"KYC matches, no red flags.",11-15-2025,Grant Glass
REV497496,APP27186645,Approved,"KYC matches, no red flags.",2025-06-19 14:25:52,James Barrett
REV415070,APP30739951,APPROVED,Approved after manual PAN check.,01-Jan-2026,Jose White
REV294575,APP48860983,APPROVED,"KYC matches, no red flags.",03/12/2025,Grant Glass
REV841808,APP05616964,APPROVED,"KYC matches, no red flags.",2026-03-07,James Barrett
REV899860,APP32896733,APPROVED,"KYC matches, no red flags.",01-22-2025,Robin Coleman
REV732117,APP08738890,APPROVED,Approved after manual PAN check.,04/03/2026,Grant Glass
REV058601,APP26827181,Approved,"All documents verified, cleared for activation.",2026-06-18,Catherine James
REV884639,APP79354886,APPROVED,Approved after manual PAN check.,2025-02-03,Donna Long
REV714984,APP98061552,Approved,Approved after manual PAN check.,2025-05-10 00:07:30,Catherine James
REV022229,APP00359282,approved,"All documents verified, cleared for activation.",2025-03-28 11:56:33,Grant Glass
REV589650,APP33975425,Approved,Approved after manual PAN check.,25/01/2026,Alisha Duffy
REV203439,APP89778323,approved,"KYC matches, no red flags.",20/04/2026,Lance Mitchell MD
REV306842,APP39551019,APPROVED,Approved after manual PAN check.,20/05/2026,Jose White
REV280391,APP19353887,Approved,"All documents verified, cleared for activation.",02-Jun-2025,Catherine James
REV804962,APP48458786,Approved,,2025-01-05 01:14:19,Donna Long
REV327264,APP77630617,APPROVED,"All documents verified, cleared for activation.",23-Aug-2025,Robin Coleman
REV181862,APP88766114,Approved,"All documents verified, cleared for activation.",21/11/2025,Grant Glass
REV797736,APP18777837,Approved,"All documents verified, cleared for activation.",2025-07-02,Donna Long
REV134898,APP36816688,approved,"All documents verified, cleared for activation.",2025-09-08,Jose White
REV526833,APP33740933,approved,,10/01/2026,Jose White
REV421552,APP91668320,APPROVED,Approved after manual PAN check.,06-27-2025,Catherine James
REV869662,APP34586029,approved,Approved after manual PAN check.,2025-08-28 03:03:26,Alisha Duffy
REV007502,APP38232498,approved,"KYC matches, no red flags.",2025-11-13 12:59:39,Lance Mitchell MD
REV381657,APP70507485,APPROVED,"KYC matches, no red flags.",18/05/2026,Lance Mitchell MD
REV274496,APP27920755,Approved,"All documents verified, cleared for activation.",2025-04-04 02:34:02,Donna Long
REV647622,APP42401410,approved,,2025-03-09,Grant Glass
REV841539,APP73201866,Approved,Approved after manual PAN check.,25-May-2025,Donna Long
REV806598,APP65544316,APPROVED,"All documents verified, cleared for activation.",07-May-2025,Catherine James
REV347483,APP47593050,APPROVED,"KYC matches, no red flags.",2025-01-18,Jose White
REV624058,APP73386649,Approved,"KYC matches, no red flags.",2025-02-05,Robin Coleman
REV419764,APP97679186,APPROVED,"KYC matches, no red flags.",2025-04-04 10:13:12,Donna Long
REV123197,APP18040450,APPROVED,Approved after manual PAN check.,05-18-2025,Lance Mitchell MD
REV069519,APP10550244,approved,"All documents verified, cleared for activation.",04/02/2025,Donna Long
REV389342,APP07451308,approved,,11/11/2025,Robin Coleman
REV883994,APP86762195,approved,"KYC matches, no red flags.",13-Oct-2025,Alisha Duffy
REV433948,APP35322230,Approved,Approved after manual PAN check.,07-Mar-2026,Jose White
REV076141,APP71528728,Approved,"KYC matches, no red flags.",2025-11-26,James Barrett
REV783062,APP93312388,APPROVED,"KYC matches, no red flags.",02-08-2025,Jose White
REV109109,APP65916918,APPROVED,"KYC matches, no red flags.",24/06/2025,Grant Glass
REV557246,APP58920649,APPROVED,"KYC matches, no red flags.",04-02-2025,Donna Long
REV035851,APP29519915,APPROVED,"KYC matches, no red flags.",2026-03-31,Donna Long
REV585220,APP83671356,approved,"All documents verified, cleared for activation.",03-10-2025,Grant Glass
REV996301,APP29294973,Approved,Approved after manual PAN check.,13-May-2026,Robin Coleman
REV209558,APP15260343,approved,,2026-02-19,Jose White
REV714732,APP89734801,APPROVED,"All documents verified, cleared for activation.",2025-09-18 08:49:02,James Barrett
REV436335,APP19088222,APPROVED,Approved after manual PAN check.,2026-05-28,James Barrett
REV151199,APP17841440,Approved,"KYC matches, no red flags.",2025-01-02 17:56:49,Robin Coleman
REV760811,APP62428483,Approved,"All documents verified, cleared for activation.",2025-11-16 13:22:44,Jose White
REV350420,APP71755649,Approved,"KYC matches, no red flags.",21/06/2026,Robin Coleman
REV459733,APP34694756,APPROVED,Approved after manual PAN check.,12/06/2026,Lance Mitchell MD
REV137338,APP56634614,approved,,20-Jan-2025,Robin Coleman
REV412768,APP76289773,Approved,,06-19-2026,Lance Mitchell MD
REV686499,APP94501119,Approved,Approved after manual PAN check.,2025-02-23 01:24:05,Donna Long
REV076109,APP23909933,APPROVED,Approved after manual PAN check.,2026-04-24 02:01:30,Lance Mitchell MD
REV527831,APP31513239,APPROVED,"All documents verified, cleared for activation.",03/04/2026,James Barrett
REV172779,APP13746141,approved,Approved after manual PAN check.,05/02/2026,Alisha Duffy
REV391413,APP82612747,Approved,Approved after manual PAN check.,03/03/2026,Grant Glass
REV218902,APP16378027,Approved,Approved after manual PAN check.,2025-05-03,Jose White
REV454939,APP14359609,approved,"KYC matches, no red flags.",03-02-2026,Robin Coleman
REV170507,APP55329281,APPROVED,Approved after manual PAN check.,05-31-2026,Jose White
REV823136,APP20128744,APPROVED,"All documents verified, cleared for activation.",01/05/2026,Alisha Duffy
REV245097,APP41772252,approved,"All documents verified, cleared for activation.",2025-09-23 08:50:54,Lance Mitchell MD
REV741535,APP10882428,approved,Approved after manual PAN check.,05-22-2026,Alisha Duffy
REV429226,APP32574866,Approved,,2025-11-05,James Barrett
REV863215,APP42995325,Approved,,01-24-2026,Robin Coleman
REV870369,APP50803844,approved,Approved after manual PAN check.,2026-05-08 11:22:21,James Barrett
REV727207,APP49070004,APPROVED,"KYC matches, no red flags.",2025-10-13,Lance Mitchell MD
REV831499,APP21459968,approved,Approved after manual PAN check.,16-Dec-2025,Jose White
REV395325,APP32943628,approved,"KYC matches, no red flags.",2025-05-05,James Barrett
REV233846,APP13580430,Approved,"All documents verified, cleared for activation.",04-Jul-2025,James Barrett
REV333638,APP90710799,Approved,,2026-06-07,Alisha Duffy
REV748804,APP36415650,Approved,Approved after manual PAN check.,30-Sep-2025,Lance Mitchell MD
REV197783,APP64765717,approved,"All documents verified, cleared for activation.",03-03-2025,James Barrett
REV617003,APP38877152,approved,Approved after manual PAN check.,25-Oct-2025,Lance Mitchell MD
REV413102,APP83271264,Approved,"All documents verified, cleared for activation.",2025-07-10,Robin Coleman
REV876406,APP00126866,Approved,"All documents verified, cleared for activation.",01/08/2025,Grant Glass
REV725797,APP84273718,Approved,"All documents verified, cleared for activation.",2026-03-01,Grant Glass
REV175589,APP27799319,Approved,Approved after manual PAN check.,2025-05-28 09:33:32,Robin Coleman
REV292776,APP23744052,APPROVED,"All documents verified, cleared for activation.",2026-01-24 02:23:12,Robin Coleman
REV642640,APP96252719,APPROVED,"All documents verified, cleared for activation.",2025-09-27 22:50:59,Grant Glass
REV320022,APP71580170,Approved,"KYC matches, no red flags.",10-03-2025,Grant Glass
REV278394,APP89330537,Approved,"KYC matches, no red flags.",2026-06-13 03:31:45,Catherine James
REV004948,APP92475781,APPROVED,"All documents verified, cleared for activation.",13-Jan-2026,James Barrett
REV644692,APP43443840,approved,"KYC matches, no red flags.",01-03-2026,Robin Coleman
REV983481,APP46207374,APPROVED,Approved after manual PAN check.,14-Mar-2026,Grant Glass
REV159718,APP79300685,approved,"KYC matches, no red flags.",09-15-2025,Jose White
REV298486,APP54047090,approved,"KYC matches, no red flags.",21-Feb-2025,Robin Coleman
REV607245,APP57037007,approved,Approved after manual PAN check.,2025-03-01,Donna Long
REV937121,APP76245204,APPROVED,Approved after manual PAN check.,2025-03-02,James Barrett
REV999706,APP00573476,approved,,10-02-2025,Donna Long
REV230264,APP96782530,approved,"All documents verified, cleared for activation.",05-07-2026,Catherine James
REV596727,APP87748819,APPROVED,"All documents verified, cleared for activation.",2026-04-27,Jose White
REV691595,APP76712202,APPROVED,Approved after manual PAN check.,13-Apr-2026,Robin Coleman
REV683673,APP99177608,Approved,Approved after manual PAN check.,2025-04-28 15:37:20,Jose White
REV818749,APP23104991,APPROVED,Approved after manual PAN check.,11-Jun-2026,Alisha Duffy
REV751671,APP22776139,APPROVED,"All documents verified, cleared for activation.",2025-01-17 11:08:15,Jose White
REV398262,APP94080728,approved,"All documents verified, cleared for activation.",2026-02-11 00:05:57,Grant Glass
REV066490,APP23537069,approved,"All documents verified, cleared for activation.",05-06-2025,Alisha Duffy
REV754673,APP35107311,Approved,"All documents verified, cleared for activation.",04-23-2026,Alisha Duffy
REV776383,APP13207002,Approved,"All documents verified, cleared for activation.",12/12/2025,Grant Glass
REV327674,APP10625946,Approved,Approved after manual PAN check.,01-12-2026,Alisha Duffy
REV918178,APP36926287,Approved,,2025-04-16,Jose White
REV774138,APP94275370,Approved,"All documents verified, cleared for activation.",02-19-2026,James Barrett
REV398191,APP20373986,approved,"KYC matches, no red flags.",2026-02-18 14:26:14,Robin Coleman
REV657793,APP89148190,Approved,"All documents verified, cleared for activation.",2025-04-02,Lance Mitchell MD
REV978476,APP32197782,APPROVED,"All documents verified, cleared for activation.",08-Mar-2025,Alisha Duffy
REV982095,APP89513596,Approved,"All documents verified, cleared for activation.",2025-04-14 04:22:34,Catherine James
REV144294,APP75287492,APPROVED,"KYC matches, no red flags.",2026-06-23 16:23:12,Donna Long
REV864794,APP06883125,approved,"KYC matches, no red flags.",02-May-2026,Grant Glass
REV084628,APP00112952,Approved,"KYC matches, no red flags.",2025-10-22 18:46:48,Donna Long
REV018076,APP35557766,APPROVED,"KYC matches, no red flags.",20/08/2025,Lance Mitchell MD
REV076216,APP86867850,APPROVED,"KYC matches, no red flags.",15/01/2025,Alisha Duffy
REV558418,APP93957170,APPROVED,"All documents verified, cleared for activation.",06-Feb-2026,Grant Glass
REV589396,APP03082443,Approved,"KYC matches, no red flags.",2025-08-20,Grant Glass
REV835472,APP98778140,Approved,"All documents verified, cleared for activation.",08-Apr-2025,Grant Glass
REV925756,APP36524421,approved,"KYC matches, no red flags.",02-12-2026,Robin Coleman
REV183770,APP17658924,Approved,"All documents verified, cleared for activation.",2026-03-14 04:36:30,James Barrett
REV309798,APP48165976,approved,"KYC matches, no red flags.",12-25-2025,Grant Glass
REV449761,APP50213411,Approved,"KYC matches, no red flags.",09-07-2025,Grant Glass
REV034794,APP25229425,approved,"KYC matches, no red flags.",01/10/2025,Alisha Duffy
REV098883,APP71339212,approved,"KYC matches, no red flags.",10-04-2025,Jose White
REV162788,APP09288906,Approved,Approved after manual PAN check.,03/10/2025,Catherine James
REV737422,APP14654937,Approved,"KYC matches, no red flags.",2025-06-01,Lance Mitchell MD
REV315859,APP70230810,approved,"All documents verified, cleared for activation.",2026-01-23 22:54:26,Lance Mitchell MD
REV222882,APP70271786,Approved,,2025-03-23 17:21:48,Lance Mitchell MD
REV138221,APP07125197,APPROVED,"All documents verified, cleared for activation.",24/09/2025,Alisha Duffy
REV652381,APP25209213,APPROVED,Approved after manual PAN check.,13-Feb-2025,Robin Coleman
REV912956,APP10998204,APPROVED,"All documents verified, cleared for activation.",2026-05-18 23:56:27,Jose White
REV323882,APP22752021,APPROVED,,01/05/2025,Robin Coleman
REV623161,APP67621632,approved,"KYC matches, no red flags.",2025-03-03 00:03:13,Lance Mitchell MD
REV640639,APP50076824,Approved,"All documents verified, cleared for activation.",11-07-2025,Robin Coleman
REV147551,APP08075795,approved,Approved after manual PAN check.,2025-12-21 12:17:48,Robin Coleman
REV121887,APP84620339,APPROVED,"All documents verified, cleared for activation.",2026-02-14,Jose White
REV076868,APP71535956,APPROVED,"All documents verified, cleared for activation.",02-17-2026,Alisha Duffy
REV139894,APP22294419,APPROVED,"KYC matches, no red flags.",2025-01-21,Grant Glass
REV250302,APP82291900,APPROVED,,11-Nov-2025,Jose White
REV852417,APP07690994,Approved,"All documents verified, cleared for activation.",2025-10-27,Donna Long
REV883949,APP09379416,approved,"All documents verified, cleared for activation.",2025-01-30 18:20:02,Alisha Duffy
REV883551,APP84359234,APPROVED,"All documents verified, cleared for activation.",06/04/2025,Catherine James
REV566422,APP35209626,approved,"KYC matches, no red flags.",09-Jan-2026,James Barrett
REV738179,APP11142201,Approved,"All documents verified, cleared for activation.",01-19-2025,Donna Long
REV264326,APP89316308,APPROVED,"KYC matches, no red flags.",01-14-2025,Alisha Duffy
REV267562,APP34643510,APPROVED,Approved after manual PAN check.,19/08/2025,James Barrett
REV514565,APP81164318,Approved,Approved after manual PAN check.,09/08/2025,Grant Glass
REV761188,APP59220818,approved,"KYC matches, no red flags.",23-Apr-2026,Donna Long
REV105902,APP67760316,approved,,04-04-2025,Grant Glass
REV443363,APP21096893,APPROVED,,15-Jun-2025,Donna Long
REV563076,APP36635120,Approved,"All documents verified, cleared for activation.",18-Sep-2025,James Barrett
REV172570,APP91618038,APPROVED,"All documents verified, cleared for activation.",17-Jun-2026,Alisha Duffy
REV683487,APP44254146,approved,,23-Feb-2025,Alisha Duffy
REV404957,APP10323730,approved,Approved after manual PAN check.,01-14-2026,Robin Coleman
REV428624,APP29643694,APPROVED,Approved after manual PAN check.,2026-03-18 18:15:16,Jose White
REV911240,APP13256349,APPROVED,"All documents verified, cleared for activation.",2026-06-09,Jose White
REV590250,APP23847266,APPROVED,Approved after manual PAN check.,26-Nov-2025,Donna Long
REV767812,APP28052168,approved,"KYC matches, no red flags.",07/02/2026,Alisha Duffy
REV507925,APP23866803,APPROVED,"KYC matches, no red flags.",20-Jan-2025,Grant Glass
REV546305,APP12166255,approved,"KYC matches, no red flags.",17/06/2026,Alisha Duffy
REV044151,APP16168004,approved,"KYC matches, no red flags.",2025-07-09,Alisha Duffy
REV523471,APP35893023,approved,"KYC matches, no red flags.",01-Mar-2025,Lance Mitchell MD
REV289475,APP74680129,approved,Approved after manual PAN check.,03-07-2026,James Barrett
REV720679,APP34569900,Approved,"KYC matches, no red flags.",02-Jun-2025,Jose White
REV819609,APP88963273,Approved,"KYC matches, no red flags.",2025-08-26 07:22:21,Jose White
REV208430,APP30299148,Approved,"All documents verified, cleared for activation.",11-25-2025,Jose White
REV194029,APP97068608,approved,Approved after manual PAN check.,06-09-2025,Jose White
REV935621,APP49837563,approved,,06-05-2025,Robin Coleman
REV212646,APP65183177,APPROVED,Approved after manual PAN check.,2025-03-19,Donna Long
REV711752,APP42571410,Approved,"KYC matches, no red flags.",2025-07-03 22:33:10,James Barrett
REV177886,APP40202139,approved,"KYC matches, no red flags.",13/08/2025,Alisha Duffy
REV425551,APP48054174,approved,"KYC matches, no red flags.",2025-12-19 21:34:15,Donna Long
REV290804,APP71500836,APPROVED,"KYC matches, no red flags.",30/12/2025,Jose White
REV259211,APP51329365,approved,"KYC matches, no red flags.",10-02-2025,Jose White
REV129595,APP92959829,APPROVED,"All documents verified, cleared for activation.",19/04/2026,Donna Long
REV836231,APP94041083,Approved,"All documents verified, cleared for activation.",09-11-2025,Catherine James
REV511371,APP98486756,approved,Approved after manual PAN check.,09/10/2025,Catherine James
REV102432,APP03504195,approved,Approved after manual PAN check.,09-09-2025,Alisha Duffy
REV284306,APP50021252,APPROVED,"KYC matches, no red flags.",2025-10-26,James Barrett
REV472771,APP63773344,Approved,"All documents verified, cleared for activation.",12/05/2026,James Barrett
REV401497,APP06445788,Approved,Approved after manual PAN check.,14/04/2025,Jose White
REV467812,APP32521293,Approved,Approved after manual PAN check.,2025-07-28,Catherine James
REV828207,APP64670229,Approved,"All documents verified, cleared for activation.",2026-03-07,Robin Coleman
REV810044,APP32006441,approved,"KYC matches, no red flags.",15-Nov-2025,Grant Glass
REV611650,APP43410000,approved,"KYC matches, no red flags.",2025-08-15 15:51:54,Donna Long
REV769052,APP19494440,Approved,"KYC matches, no red flags.",08/11/2025,Robin Coleman
REV934081,APP61514886,Approved,"KYC matches, no red flags.",20/06/2026,James Barrett
REV034541,APP14174642,Approved,"KYC matches, no red flags.",2025-02-13,Alisha Duffy
REV440794,APP21277525,Approved,Approved after manual PAN check.,11-May-2026,Grant Glass
REV406243,APP67744027,Approved,Approved after manual PAN check.,02-Dec-2025,James Barrett
REV997447,APP13418132,approved,"KYC matches, no red flags.",29-Apr-2025,Alisha Duffy
REV089564,APP30745255,Approved,"KYC matches, no red flags.",05-Dec-2025,Grant Glass
REV792723,APP57070185,approved,Approved after manual PAN check.,2025-05-11,Donna Long
REV883713,APP21085742,approved,"KYC matches, no red flags.",03-31-2026,Robin Coleman
REV169163,APP63471801,APPROVED,Approved after manual PAN check.,21-Mar-2026,James Barrett
REV115650,APP29098735,approved,"KYC matches, no red flags.",21-Mar-2026,Donna Long
REV771049,APP80680906,Approved,"KYC matches, no red flags.",2025-01-12 19:10:31,Lance Mitchell MD
REV155933,APP93546226,approved,"All documents verified, cleared for activation.",07-16-2025,Lance Mitchell MD
REV793530,APP52149590,Approved,"KYC matches, no red flags.",09-17-2025,Catherine James
REV169577,APP05969532,Approved,,03-01-2025,Robin Coleman
REV944028,APP90615094,Approved,,2025-10-10,James Barrett
REV925838,APP92012936,APPROVED,"All documents verified, cleared for activation.",2026-03-07 23:08:33,Alisha Duffy
REV949367,APP25983008,APPROVED,"KYC matches, no red flags.",03-Jun-2025,Lance Mitchell MD
REV210049,APP05223016,approved,"KYC matches, no red flags.",20/04/2026,Jose White
REV021376,APP72680357,Approved,Approved after manual PAN check.,2026-02-05,Grant Glass
REV211416,APP80149164,approved,"All documents verified, cleared for activation.",10-07-2025,Robin Coleman
REV197711,APP36099939,Approved,"All documents verified, cleared for activation.",06-Nov-2025,Grant Glass
REV538070,APP53542528,APPROVED,"KYC matches, no red flags.",2026-02-09 10:49:38,Robin Coleman
REV966306,APP39544632,APPROVED,"KYC matches, no red flags.",2025-01-06,James Barrett
REV863573,APP67596282,APPROVED,Approved after manual PAN check.,2025-06-16,Donna Long
REV000079,APP20932826,APPROVED,"KYC matches, no red flags.",17-Jan-2025,Jose White
REV135243,APP78010535,Approved,Approved after manual PAN check.,04-26-2025,Grant Glass
REV718081,APP29171846,Approved,"KYC matches, no red flags.",03-10-2025,Robin Coleman
REV344604,APP81539500,approved,,06-18-2026,Catherine James
REV668308,APP18276264,Approved,Approved after manual PAN check.,2026-04-16,Donna Long
REV031887,APP10750126,approved,Approved after manual PAN check.,04/01/2026,Robin Coleman
REV838024,APP19522235,approved,,18-Jan-2026,Jose White
REV946597,APP94558002,APPROVED,"KYC matches, no red flags.",22/10/2025,James Barrett
REV112399,APP71591362,approved,"All documents verified, cleared for activation.",2025-08-15,Lance Mitchell MD
REV877069,APP87500877,Approved,,03-28-2025,Catherine James
REV455138,APP85271466,Approved,"KYC matches, no red flags.",07/12/2025,Lance Mitchell MD
REV136201,APP95502360,APPROVED,"KYC matches, no red flags.",05-Jun-2025,Robin Coleman
REV064921,APP35502955,Approved,,2025-01-02 06:55:00,Lance Mitchell MD
REV908604,APP39271075,Approved,Approved after manual PAN check.,08-Feb-2025,Lance Mitchell MD
REV640024,APP60486284,Approved,"All documents verified, cleared for activation.",2025-06-18,Alisha Duffy
REV189870,APP99803488,approved,"All documents verified, cleared for activation.",09-08-2025,Alisha Duffy
REV984104,APP98378861,approved,"KYC matches, no red flags.",2025-10-08 16:49:04,James Barrett
REV845853,APP33893092,Approved,,14/06/2025,Grant Glass
REV982093,APP48368209,approved,Approved after manual PAN check.,03-13-2026,Jose White
REV974369,APP63005122,APPROVED,"All documents verified, cleared for activation.",29-Jan-2025,James Barrett
REV607956,APP24925151,approved,Approved after manual PAN check.,2025-12-12 18:49:49,Robin Coleman
REV178931,APP45312096,APPROVED,,2025-05-11,Robin Coleman
REV551624,APP26266679,APPROVED,"All documents verified, cleared for activation.",12-24-2025,James Barrett
REV400666,APP07416512,Approved,"All documents verified, cleared for activation.",2026-04-15 15:00:51,Robin Coleman
REV135752,APP94911053,Approved,"KYC matches, no red flags.",2026-05-17 18:40:17,James Barrett
REV976920,APP68504046,approved,"KYC matches, no red flags.",2026-04-06,Grant Glass
REV217753,APP56847155,Approved,"KYC matches, no red flags.",22-Jan-2026,Catherine James
REV057789,APP67102887,approved,"KYC matches, no red flags.",06/05/2025,Lance Mitchell MD
REV501807,APP96877919,APPROVED,"All documents verified, cleared for activation.",2025-03-03 11:06:47,Donna Long
REV947219,APP85241536,Approved,"All documents verified, cleared for activation.",14/09/2025,Grant Glass
REV410942,APP77600560,APPROVED,"KYC matches, no red flags.",2025-08-21,Donna Long
REV758455,APP61923726,approved,"KYC matches, no red flags.",05-18-2026,James Barrett
REV300669,APP89102554,APPROVED,,2025-07-26,Robin Coleman
