bank_id,application_id,account_number_masked,ifsc,bank_name,verification_status
BNK282921,APP14275139,XXXXXXXX4065,GNTY0451467,State Bank of India,verified
BNK579577,APP09116974,XXXXXXXX4183,RQEU0460813,ICICI Bank,verified
BNK139668,APP27044411,XXXXXXXX8530,bxbx0663222,PNB,Verified
BNK648404,APP65039352,XXXXXXXX6737,ECAD0778530,punjab national bank,verified
BNK639705,APP59260295,XXXXXXXX9154,FRHO0022760,Axis Bank,verified
BNK283188,APP16430241,XXXXXXXX4357,KNSJ0610831,ICICI Bank,Verified
BNK736891,APP59734914,XXXXXXXX5349,PYEC0282449,icici bank,verified
BNK616941,APP69398922,XXXXXXXX3405,KZSP0245701,PNB,verified
BNK053474,APP99862409,XXXXXXXX5494,FLYK0998615,SBI,verified
BNK830345,APP13969504,XXXXXXXX2540,KZGZ0404907,Kotak Mahindra Bank,Verified
BNK901830,APP19022614,XXXXXXXX0508,TRPC0828415,punjab national bank,verified
BNK933976,APP79147575,XXXXXXXX0253,XOBE0027756,SBI,Verified
BNK311730,APP90176078,XXXXXXXX4631,KHTC0337890,Icici Bank Ltd,Verified
BNK058294,APP27186645,XXXXXXXX8267,NRZW0656468,AXIS BANK,Verified
BNK413350,APP30739951,XXXXXXXX1879,kceo0490957,ICICI Bank,Verified
BNK417393,APP48860983,XXXXXXXX3740,gomh0313123,Punjab National Bank,Verified
BNK256827,APP05616964,XXXXXXXX6604,DDTG0626186,Icici Bank Ltd,Verified
BNK833441,APP32896733,XXXXXXXX0289,QHTG0059988,S.B.I.,verified
BNK002431,APP08738890,XXXXXXXX2535,BLBD0220217,Kotak Mahindra,Verified
BNK901797,APP26827181,XXXXXXXX4790,SDRR0968945,Punjab National Bank,verified
BNK564391,APP79354886,XXXXXXXX5611,SJJY0590182,icici bank,verified
BNK944379,APP98061552,XXXXXXXX9228,ZFUB0902920,Kotak Mahindra,Verified
BNK306722,APP00359282,XXXXXXXX5492,EPPD0251476,Axis Bank,Verified
BNK148499,APP33975425,XXXXXXXX5058,LAVM0276435,hdfc bank,Verified
BNK968501,APP89778323,XXXXXXXX5167,XGDV0419141,Kotak Mahindra,Verified
BNK964252,APP39551019,XXXXXXXX6973,WION0506630,Punjab National Bank,verified
BNK877165,APP19353887,XXXXXXXX3273,HGNI0369053,ICICI Bank,verified
BNK659723,APP48458786,XXXXXXXX4390,BAEP0585299,punjab national bank,Verified
BNK165256,APP77630617,XXXXXXXX3506,LQUB0752869,Kotak Mahindra,Verified
BNK387388,APP88766114,XXXXXXXX0244,VYCO0121902,Hdfc bank Ltd,Verified
BNK181948,APP18777837,XXXXXXXX4986,IQNF0107467,Icici Bank Ltd,verified
BNK578495,APP36816688,XXXXXXXX8596,WBPN0308067,punjab national bank,Verified
BNK034022,APP33740933,XXXXXXXX4558,CNEW0768563,HDFC Bank,Verified
BNK569451,APP91668320,XXXXXXXX6047,UOMC0677020,AXIS BANK,verified
BNK443176,APP34586029,XXXXXXXX7174,IJFP0123150,kotak bank,verified
BNK644272,APP38232498,XXXXXXXX5484,NGGL0848164,axis bank,Verified
BNK983561,APP70507485,XXXXXXXX7328,TJPS0747195,Punjab National Bank,Verified
BNK402010,APP27920755,XXXXXXXX9764,YAYE0706085,Axis Bank,Verified
BNK943590,APP42401410,XXXXXXXX8594,NKYZ0372405,hdfc bank,Verified
BNK825635,APP73201866,XXXXXXXX3782,JLPS0696229,state bank of india,Verified
BNK484566,APP65544316,XXXXXXXX2105,IJNN0236906,Kotak Mahindra Bank,Verified
BNK572026,APP47593050,XXXXXXXX0915,ULTS0215302,Icici Bank Ltd,verified
BNK861318,APP73386649,XXXXXXXX0805,ZRIA0934178,ICICI Bank,verified
BNK208599,APP97679186,XXXXXXXX4338,IECA0400166,Punjab National Bank,Verified
BNK455414,APP18040450,XXXXXXXX2304,SRKG0778694,ICICI Bank,verified
BNK583403,APP10550244,XXXXXXXX6124,OXDX0072582,Punjab National Bank,Verified
BNK754087,APP07451308,XXXXXXXX2160,COUR0256899,kotak bank,Verified
BNK450745,APP86762195,XXXXXXXX8189,OOWC0218165,AXIS BANK,Verified
BNK843390,APP35322230,XXXXXXXX4306,IWJB0818648,icici bank,Verified
BNK987828,APP71528728,XXXXXXXX2217,UIQC0699452,kotak bank,Verified
BNK707557,APP93312388,XXXXXXXX3909,JRBP0198066,axis bank,verified
BNK006018,APP65916918,XXXXXXXX0893,ESJU0071873,Kotak Mahindra Bank,verified
BNK856267,APP58920649,XXXXXXXX4587,HWMZ0338714,Kotak Mahindra Bank,verified
BNK303660,APP29519915,XXXXXXXX9346,LOCU0192927,punjab national bank,Verified
BNK849925,APP83671356,XXXXXXXX4678,PECK0491042,Kotak Mahindra,verified
BNK985119,APP29294973,XXXXXXXX5808,RPFK0441270,axis bank,verified
BNK671042,APP15260343,XXXXXXXX7570,YWFX0104988,Icici Bank Ltd,verified
BNK063108,APP89734801,XXXXXXXX1879,UCTN0308836,Axis Bank,verified
BNK492914,APP19088222,XXXXXXXX9079,LYCG0470419,Icici Bank Ltd,Verified
BNK979084,APP17841440,XXXXXXXX3183,IBKU0252587,punjab national bank,verified
BNK962683,APP62428483,XXXXXXXX6903,OOIP0374002,Kotak Mahindra Bank,Verified
BNK334365,APP71755649,XXXXXXXX0939,umra0341440,Kotak Mahindra Bank,verified
BNK041697,APP34694756,XXXXXXXX1475,CQTI0832656,Punjab National Bank,Verified
BNK093879,APP56634614,XXXXXXXX7486,DCQK0522339,Hdfc bank Ltd,verified
BNK632955,APP76289773,XXXXXXXX9421,YQNI0340582,Axis Bank,Verified
BNK621938,APP94501119,XXXXXXXX4193,VBZM0268982,Kotak Mahindra,verified
BNK031288,APP23909933,XXXXXXXX6803,MXQE0498475,Punjab National Bank,Verified
BNK590087,APP31513239,XXXXXXXX9232,FVJX0772421,axis bank,Verified
BNK875651,APP13746141,XXXXXXXX1175,USKI0708977,AXIS BANK,Verified
BNK571865,APP82612747,XXXXXXXX2614,TETN0420126,punjab national bank,Verified
BNK396249,APP16378027,XXXXXXXX8398,YLXV0473315,ICICI Bank,Verified
BNK496464,APP14359609,XXXXXXXX5448,VYUF0900732,ICICI BANK,verified
BNK758815,APP55329281,XXXXXXXX0758,fmrv0302888,Icici Bank Ltd,Verified
BNK375711,APP20128744,XXXXXXXX0811,EFOW0183669,ICICI Bank,verified
BNK380586,APP41772252,XXXXXXXX8691,UUNO0758637,Kotak Mahindra,Verified
BNK755559,APP10882428,XXXXXXXX6501,XGOS0940595,S.B.I.,verified
BNK742158,APP32574866,XXXXXXXX8919,XWQG0526488,Kotak Mahindra,verified
BNK395644,APP42995325,XXXXXXXX3258,FOEW0928268,kotak bank,verified
BNK470892,APP50803844,XXXXXXXX2366,QHUE0715518,Kotak Mahindra Bank,verified
BNK743777,APP49070004,XXXXXXXX2226,DTNH0717181,axis bank,Verified
BNK791734,APP21459968,XXXXXXXX0099,CXYJ0960535,punjab national bank,Verified
BNK586452,APP32943628,XXXXXXXX3030,XORC0274509,Hdfc bank Ltd,Verified
BNK756092,APP13580430,XXXXXXXX7289,KOVA0731003,Kotak Mahindra,verified
BNK664250,APP90710799,XXXXXXXX3080,kfeq0117997,ICICI Bank,verified
BNK087413,APP36415650,XXXXXXXX0700,PJBY0887620,axis bank,Verified
BNK141690,APP64765717,XXXXXXXX0523,OHCS0024252,PNB,Verified
BNK209640,APP38877152,XXXXXXXX9456,FEVB0523731,Kotak Mahindra,Verified
BNK273681,APP83271264,XXXXXXXX0850,KAXI0077159,State Bank of India,Verified
BNK999760,APP00126866,XXXXXXXX3448,LYFE0205956,ICICI Bank,verified
BNK735285,APP84273718,XXXXXXXX9120,NEVW0687930,ICICI Bank,verified
BNK979048,APP27799319,XXXXXXXX1891,JXAQ0551805,HDFC Bank,verified
BNK855040,APP23744052,XXXXXXXX0007,NUIF0982463,ICICI Bank,verified
BNK624330,APP96252719,XXXXXXXX7624,WAZY0467358,ICICI BANK,Verified
BNK974372,APP71580170,XXXXXXXX1097,bzii0264108,Axis Bank,Verified
BNK879807,APP89330537,XXXXXXXX2132,WZYY0192950,axis bank,verified
BNK692394,APP92475781,XXXXXXXX6369,TIIY0417403,PNB,Verified
BNK576248,APP43443840,XXXXXXXX4078,HMWM0812263,hdfc bank,verified
BNK983751,APP46207374,XXXXXXXX0139,WUIH0969432,Axis Bank,verified
BNK932151,APP79300685,XXXXXXXX2194,GXFR0672501,Punjab National Bank,verified
BNK411931,APP54047090,XXXXXXXX4825,TGEF0967546,icici bank,Verified
BNK817198,APP57037007,XXXXXXXX4514,PDMJ0786189,State Bank of India,verified
BNK975299,APP76245204,XXXXXXXX1581,PXTV0345331,AXIS BANK,verified
BNK222836,APP00573476,XXXXXXXX9810,HALU0430913,hdfc bank,verified
BNK635802,APP96782530,XXXXXXXX9628,DEJM0910471,kotak bank,Verified
BNK339666,APP87748819,XXXXXXXX1513,DBUS0296725,axis bank,Verified
BNK929994,APP76712202,XXXXXXXX5003,IDWV0904559,Punjab National Bank,verified
BNK968075,APP99177608,XXXXXXXX5904,OEYR0833574,HDFC Bank,Verified
BNK711726,APP23104991,XXXXXXXX9482,zven0822887,HDFC BANK,Verified
BNK210333,APP22776139,XXXXXXXX9450,ZUDH0892472,State Bank of India,Verified
BNK963409,APP94080728,XXXXXXXX2626,OUIT0416693,hdfc bank,verified
BNK436544,APP23537069,XXXXXXXX5440,BBYT0677775,ICICI BANK,verified
BNK243827,APP35107311,XXXXXXXX4181,ONKZ0149920,kotak bank,verified
BNK476731,APP13207002,XXXXXXXX4428,NDNB0682987,SBI,Verified
BNK080578,APP10625946,XXXXXXXX2141,YLXJ0866508,Icici Bank Ltd,Verified
BNK457286,APP36926287,XXXXXXXX5284,PCKO0302074,Icici Bank Ltd,Verified
BNK649006,APP94275370,XXXXXXXX6602,MGYI0390163,Punjab National Bank,verified
BNK263743,APP20373986,XXXXXXXX7023,QYIK0043683,SBI,verified
BNK366380,APP89148190,XXXXXXXX5639,ASAF0475863,HDFC BANK,Verified
BNK528427,APP32197782,XXXXXXXX2246,CASQ0070187,S.B.I.,verified
BNK652167,APP89513596,XXXXXXXX3371,FEVD0557120,HDFC Bank,Verified
BNK514866,APP75287492,XXXXXXXX3087,AHKR0334600,PNB,Verified
BNK725900,APP06883125,XXXXXXXX8468,BUOL0042104,PNB,verified
BNK256395,APP00112952,XXXXXXXX1312,IORH0426674,hdfc bank,Verified
BNK519695,APP35557766,XXXXXXXX8846,FPGT0436419,PNB,Verified
BNK589759,APP86867850,XXXXXXXX1023,MTDK0718567,S.B.I.,verified
BNK931292,APP93957170,XXXXXXXX6105,CRND0167426,punjab national bank,Verified
BNK939627,APP03082443,XXXXXXXX4024,FWUX0183255,S.B.I.,Verified
BNK472290,APP98778140,XXXXXXXX8006,GRCH0208749,hdfc bank,Verified
BNK660284,APP36524421,XXXXXXXX2546,CHEJ0312780,Icici Bank Ltd,Verified
BNK625020,APP17658924,XXXXXXXX4941,dvxx0984965,Hdfc bank Ltd,verified
BNK437306,APP48165976,XXXXXXXX2229,ZHYZ0678294,ICICI BANK,verified
BNK434017,APP50213411,XXXXXXXX6071,aiwe0428769,HDFC BANK,verified
BNK052592,APP25229425,XXXXXXXX1206,WMRT0817734,ICICI BANK,verified
BNK695273,APP71339212,XXXXXXXX2868,JLPG0772947,kotak bank,verified
BNK538823,APP09288906,XXXXXXXX5580,MOWF0708349,Punjab National Bank,Verified
BNK449511,APP14654937,XXXXXXXX8412,WQCJ0688649,S.B.I.,Verified
BNK908255,APP70230810,XXXXXXXX8884,VDWS0147972,state bank of india,verified
BNK701546,APP70271786,XXXXXXXX3983,PIVI0316907,Kotak Mahindra,Verified
BNK590031,APP07125197,XXXXXXXX7125,VVDY0625773,icici bank,Verified
BNK163777,APP25209213,XXXXXXXX3537,BQHG0015471,SBI,verified
BNK409577,APP10998204,XXXXXXXX7842,RLDK0752947,AXIS BANK,verified
BNK063635,APP22752021,XXXXXXXX6011,RLTA0630304,ICICI Bank,verified
BNK596834,APP67621632,XXXXXXXX3342,SQBD0034408,AXIS BANK,verified
BNK039006,APP50076824,XXXXXXXX1080,ELNK0815623,axis bank,Verified
BNK069743,APP08075795,XXXXXXXX0762,ILLU0685035,AXIS BANK,Verified
BNK091556,APP84620339,XXXXXXXX7741,JPOW0365139,icici bank,Verified
BNK250435,APP71535956,XXXXXXXX8959,DUGX0840217,PNB,verified
BNK463121,APP22294419,XXXXXXXX4185,WFZW0859217,Hdfc bank Ltd,Verified
BNK248160,APP82291900,XXXXXXXX6805,FJPA0435758,ICICI Bank,verified
BNK047610,APP07690994,XXXXXXXX3067,ZXRO0280305,SBI,Verified
BNK584806,APP09379416,XXXXXXXX0064,SHZN0599833,Kotak Mahindra Bank,verified
BNK349265,APP84359234,XXXXXXXX0455,BQTJ0622061,icici bank,Verified
BNK115066,APP35209626,XXXXXXXX7992,VKTW0065314,axis bank,verified
BNK821852,APP11142201,XXXXXXXX7656,fkbf0750460,PNB,Verified
BNK055892,APP89316308,XXXXXXXX6661,DAUO0604019,SBI,verified
BNK361536,APP34643510,XXXXXXXX8843,PUOO0864456,Axis Bank,Verified
BNK736927,APP81164318,XXXXXXXX1795,GHIK0659294,Icici Bank Ltd,Verified
BNK781777,APP59220818,XXXXXXXX2440,UYED0908428,PNB,verified
BNK079271,APP67760316,XXXXXXXX3624,SCUF0364315,hdfc bank,verified
BNK716588,APP21096893,XXXXXXXX9042,ANXY0739475,axis bank,verified
BNK982520,APP36635120,XXXXXXXX2088,DWXO0871022,punjab national bank,verified
BNK505670,APP91618038,XXXXXXXX3160,APJR0380557,Icici Bank Ltd,Verified
BNK998640,APP44254146,XXXXXXXX0343,KRBP0295794,Punjab National Bank,Verified
BNK565694,APP10323730,XXXXXXXX8045,drur0329644,state bank of india,Verified
BNK419852,APP29643694,XXXXXXXX6009,PZNF0778772,HDFC BANK,verified
BNK663241,APP13256349,XXXXXXXX0191,XOOU0284940,Axis Bank,Verified
BNK454616,APP23847266,XXXXXXXX6559,RHVC0654850,ICICI BANK,Verified
BNK895475,APP28052168,XXXXXXXX5568,DVAS0966607,Punjab National Bank,verified
BNK218441,APP23866803,XXXXXXXX2721,YBLR0733195,Kotak Mahindra,Verified
BNK293316,APP12166255,XXXXXXXX0994,XYAX0249051,ICICI Bank,verified
BNK106697,APP16168004,XXXXXXXX2731,tsej0873598,Kotak Mahindra,verified
BNK071808,APP35893023,XXXXXXXX3903,ZAIQ0700341,Icici Bank Ltd,Verified
BNK506300,APP74680129,XXXXXXXX0115,MMUY0819732,SBI,verified
BNK693859,APP34569900,XXXXXXXX1875,PSNG0577189,Kotak Mahindra,Verified
BNK454382,APP88963273,XXXXXXXX2310,znac0430155,ICICI Bank,verified
BNK802017,APP30299148,XXXXXXXX9298,MZGE0078908,HDFC Bank,Verified
BNK309542,APP97068608,XXXXXXXX2529,HEWZ0501639,AXIS BANK,verified
BNK237584,APP49837563,XXXXXXXX1667,HILS0874570,axis bank,Verified
BNK522516,APP65183177,XXXXXXXX2556,UDJI0145680,Axis Bank,Verified
BNK420364,APP42571410,XXXXXXXX5350,OVXK0245695,hdfc bank,verified
BNK123021,APP40202139,XXXXXXXX6334,AWKX0400451,kotak bank,Verified
BNK491160,APP48054174,XXXXXXXX7450,UYMK0209115,State Bank of India,Verified
BNK046457,APP71500836,XXXXXXXX1054,DZQD0103027,HDFC Bank,verified
BNK948689,APP51329365,XXXXXXXX1077,kcvp0257382,HDFC BANK,Verified
BNK650786,APP92959829,XXXXXXXX6962,BVZF0367023,hdfc bank,verified
BNK700077,APP94041083,XXXXXXXX5045,EWVW0275226,axis bank,verified
BNK473514,APP98486756,XXXXXXXX2859,NATG0973895,S.B.I.,verified
BNK248464,APP03504195,XXXXXXXX5259,NXYJ0311675,Kotak Mahindra Bank,verified
BNK931033,APP50021252,XXXXXXXX0676,DKIC0399702,punjab national bank,Verified
BNK929634,APP63773344,XXXXXXXX0118,ZMTW0111946,HDFC BANK,verified
BNK608469,APP06445788,XXXXXXXX4815,BSTA0587437,kotak bank,Verified
BNK272825,APP32521293,XXXXXXXX4615,LAEA0516902,punjab national bank,Verified
BNK789041,APP64670229,XXXXXXXX4412,NLBL0802263,icici bank,verified
BNK638046,APP32006441,XXXXXXXX4649,HLUP0017752,axis bank,Verified
BNK633515,APP43410000,XXXXXXXX3596,XMMC0067164,icici bank,verified
BNK823488,APP19494440,XXXXXXXX5113,WFQU0283564,State Bank of India,verified
BNK032871,APP61514886,XXXXXXXX4906,EHOQ0667030,SBI,Verified
BNK002965,APP14174642,XXXXXXXX6532,ZUJS0898606,PNB,Verified
BNK365634,APP21277525,XXXXXXXX4357,RVSQ0480062,Kotak Mahindra,Verified
BNK573100,APP67744027,XXXXXXXX4251,WAKU0356680,icici bank,Verified
BNK034430,APP13418132,XXXXXXXX2130,gkon0949886,ICICI BANK,Verified
BNK392707,APP30745255,XXXXXXXX6134,GOWL0412509,PNB,verified
BNK292881,APP57070185,XXXXXXXX2221,WPXN0992287,PNB,Verified
BNK162116,APP21085742,XXXXXXXX3112,wcco0349264,SBI,verified
BNK241137,APP63471801,XXXXXXXX4829,SGZQ0410585,hdfc bank,verified
BNK769648,APP29098735,XXXXXXXX1471,WNTV0656480,Punjab National Bank,Verified
BNK622018,APP80680906,XXXXXXXX9075,BPNH0772847,axis bank,verified
BNK350073,APP93546226,XXXXXXXX3273,QKBI0047947,ICICI Bank,Verified
BNK737257,APP52149590,XXXXXXXX5375,JGZI0295688,PNB,verified
BNK722520,APP05969532,XXXXXXXX3809,OVFN0878460,hdfc bank,verified
BNK172729,APP90615094,XXXXXXXX6801,BYQL0810472,Punjab National Bank,Verified
BNK949402,APP92012936,XXXXXXXX3504,DQHI0336869,State Bank of India,verified
BNK338471,APP25983008,XXXXXXXX7135,DYOL0892781,kotak bank,Verified
BNK893996,APP05223016,XXXXXXXX3393,UHZR0865411,S.B.I.,verified
BNK642281,APP72680357,XXXXXXXX5251,NOFQ0069166,AXIS BANK,Verified
BNK530710,APP80149164,XXXXXXXX0417,MLKM0998962,ICICI Bank,verified
BNK948186,APP36099939,XXXXXXXX1103,APOK0257992,AXIS BANK,Verified
BNK169560,APP53542528,XXXXXXXX3576,XART0187947,axis bank,Verified
BNK436575,APP39544632,XXXXXXXX0085,XKBX0172204,State Bank of India,verified
BNK040498,APP67596282,XXXXXXXX3941,TIRV0276671,Kotak Mahindra Bank,verified
BNK871402,APP20932826,XXXXXXXX1282,OMGZ0964063,punjab national bank,verified
BNK357329,APP78010535,XXXXXXXX2990,SXFK0823507,PNB,verified
BNK684872,APP29171846,XXXXXXXX3531,BPIN0515907,Kotak Mahindra Bank,verified
BNK802670,APP81539500,XXXXXXXX2650,FQWU0943659,Axis Bank,Verified
BNK165750,APP18276264,XXXXXXXX6962,YFTV0482513,kotak bank,Verified
BNK465247,APP10750126,XXXXXXXX4922,QABL0029464,Punjab National Bank,verified
BNK152147,APP19522235,XXXXXXXX6139,MPQN0203493,PNB,verified
BNK079394,APP94558002,XXXXXXXX1826,ZBTU0024226,Kotak Mahindra,Verified
BNK201839,APP71591362,XXXXXXXX1460,BQQX0563796,HDFC BANK,Verified
BNK135321,APP87500877,XXXXXXXX2756,YGPB0876735,AXIS BANK,verified
BNK326351,APP85271466,XXXXXXXX2517,LUUS0467546,kotak bank,Verified
BNK987115,APP95502360,XXXXXXXX7356,RASW0997230,PNB,Verified
BNK045608,APP35502955,XXXXXXXX4449,AILH0756109,ICICI Bank,verified
BNK895043,APP39271075,XXXXXXXX7580,ZIGO0436859,PNB,Verified
BNK860964,APP60486284,XXXXXXXX9087,CJAR0872565,ICICI Bank,Verified
BNK745799,APP99803488,XXXXXXXX8085,RQAD0904579,punjab national bank,Verified
BNK819730,APP98378861,XXXXXXXX4712,CIYF0131936,PNB,Verified
BNK769748,APP33893092,XXXXXXXX9328,LMNZ0513067,AXIS BANK,Verified
BNK724844,APP48368209,XXXXXXXX6111,IRMP0561508,kotak bank,verified
BNK843083,APP63005122,XXXXXXXX9585,HBOX0309054,Hdfc bank Ltd,verified
BNK025862,APP24925151,XXXXXXXX3126,MBNX0830937,icici bank,verified
BNK969182,APP45312096,XXXXXXXX5572,TXYQ0680114,Hdfc bank Ltd,verified
BNK414109,APP26266679,XXXXXXXX9482,WSXX0494642,Kotak Mahindra Bank,verified
BNK642190,APP07416512,XXXXXXXX3521,SNAT0771630,State Bank of India,verified
BNK557746,APP94911053,XXXXXXXX3274,JVZJ0927015,HDFC Bank,verified
BNK937959,APP68504046,XXXXXXXX3140,EJAY0684365,state bank of india,verified
BNK057550,APP56847155,XXXXXXXX2228,FLRR0244201,kotak bank,Verified
BNK169431,APP67102887,XXXXXXXX9014,KYSR0798295,Kotak Mahindra,verified
BNK344465,APP96877919,XXXXXXXX5297,DIPU0120725,Axis Bank,verified
BNK938068,APP85241536,XXXXXXXX3200,HEUP0374627,AXIS BANK,Verified
BNK669549,APP77600560,XXXXXXXX2083,DXEU0815301,Kotak Mahindra,verified
BNK933972,APP61923726,XXXXXXXX2328,VCCE0867217,Icici Bank Ltd,Verified
BNK557625,APP89102554,XXXXXXXX0643,MRBK0806488,HDFC Bank,verified
BNK090872,APP64592628,XXXXXXXX5680,SJBM0222587,Punjab National Bank,verified
BNK667046,APP93115592,XXXXXXXX7142,YUMD0518322,Kotak Mahindra Bank,Verified
BNK934001,APP71465370,XXXXXXXX3178,RLLX0601569,Hdfc bank Ltd,Verified
BNK728460,APP36636632,XXXXXXXX6966,BIKF0511823,Punjab National Bank,Verified
BNK288628,APP26402785,XXXXXXXX8224,UQBH0968446,punjab national bank,Verified
BNK945808,APP63743406,XXXXXXXX3344,TXIM0394997,kotak bank,verified
BNK667085,APP49579712,XXXXXXXX5989,NNQU0216193,ICICI BANK,verified
BNK346461,APP91160849,XXXXXXXX2843,BRTO0881419,HDFC Bank,verified
BNK908373,APP52563341,XXXXXXXX3410,AFSI0170873,Hdfc bank Ltd,Verified
BNK152798,APP38731724,XXXXXXXX9855,QAEE0306111,Icici Bank Ltd,Verified
BNK391207,APP16063634,XXXXXXXX9619,UKNB0959943,Kotak Mahindra Bank,verified
BNK453435,APP13623294,XXXXXXXX5408,IKXZ0979249,Kotak Mahindra Bank,verified
BNK031111,APP02642562,XXXXXXXX0466,DKYX0468113,axis bank,Verified
BNK119244,APP99439591,XXXXXXXX6755,WOOV0723487,HDFC BANK,verified
BNK567616,APP87565007,XXXXXXXX6442,FGMG0007027,Kotak Mahindra,Verified
BNK312679,APP60560638,XXXXXXXX3041,JYEF0830350,ICICI Bank,Verified
BNK590030,APP25761776,XXXXXXXX0186,XZVE0863895,Punjab National Bank,verified
BNK226905,APP98216506,XXXXXXXX2608,MSNX0657292,HDFC Bank,Verified
BNK211526,APP17939649,XXXXXXXX9266,HCCM0935412,HDFC Bank,Verified
BNK685861,APP45500299,XXXXXXXX5157,ANUU0894537,SBI,verified
BNK952122,APP38512788,XXXXXXXX2076,RVZN0300850,Axis Bank,Verified
BNK863878,APP81302536,XXXXXXXX0775,XOFU0887997,State Bank of India,verified
BNK132517,APP34194737,XXXXXXXX5272,OCIV0402757,Kotak Mahindra Bank,verified
BNK097115,APP26269676,XXXXXXXX1423,WXRS0102531,ICICI BANK,verified
BNK949730,APP22308432,XXXXXXXX5368,MLDM0985312,state bank of india,Verified
BNK615215,APP77759335,XXXXXXXX6557,UZAQ0248891,Axis Bank,Verified
BNK768998,APP58116431,XXXXXXXX3029,BLWX0576167,Axis Bank,Verified
BNK039204,APP07802728,XXXXXXXX5516,OXZV0844265,SBI,verified
BNK144076,APP25227266,XXXXXXXX0567,ODWU0560497,state bank of india,verified
BNK808632,APP19195908,XXXXXXXX8884,XNRK0303514,State Bank of India,verified
BNK984564,APP59444114,XXXXXXXX4085,MXUA0737023,HDFC BANK,Verified
BNK354370,APP14422911,XXXXXXXX5926,DIMA0061829,PNB,verified
BNK852600,APP51253472,XXXXXXXX9895,XDWX0614096,PNB,verified
BNK136605,APP07391274,XXXXXXXX2635,SNTW0186634,ICICI Bank,Verified
BNK323999,APP36310298,XXXXXXXX3856,QXWE0898367,Kotak Mahindra Bank,verified
BNK489856,APP36293307,XXXXXXXX6693,LKRA0937904,AXIS BANK,verified
BNK484494,APP00957411,XXXXXXXX8735,TBIP0587083,Kotak Mahindra Bank,verified
BNK200960,APP75738007,XXXXXXXX7432,KLUS0091653,PNB,Verified
BNK239969,APP18732424,XXXXXXXX8862,KRBD0565756,icici bank,verified
BNK243365,APP62509444,XXXXXXXX0462,UHMU0502892,hdfc bank,verified
BNK529814,APP52876561,XXXXXXXX7671,HYQQ0578026,PNB,Verified
BNK267398,APP66186608,XXXXXXXX1250,GAYX0692593,punjab national bank,Verified
BNK332792,APP84417792,XXXXXXXX2118,YRGS0979124,Kotak Mahindra,Verified
BNK452290,APP67877505,XXXXXXXX0843,PMSQ0773021,AXIS BANK,Verified
BNK591995,APP27624909,XXXXXXXX6687,AGBL0369234,axis bank,Verified
BNK131201,APP64492237,XXXXXXXX8461,JHCU0297304,Punjab National Bank,verified
BNK346817,APP36515858,XXXXXXXX9332,UVAX0455465,ICICI Bank,verified
BNK969804,APP28781414,XXXXXXXX5861,ASAS0631791,PNB,verified
BNK979311,APP81201143,XXXXXXXX0372,RJCU0667209,State Bank of India,Verified
BNK898356,APP96199170,XXXXXXXX3913,IUEU0953328,HDFC Bank,verified
BNK264257,APP41516801,XXXXXXXX0162,UEIA0891186,icici bank,Verified
BNK729840,APP98676614,XXXXXXXX4024,SZUN0505878,PNB,Verified
BNK641686,APP88864564,XXXXXXXX7510,PBKV0129797,axis bank,verified
BNK591637,APP14442297,XXXXXXXX0257,LUQW0068259,ICICI Bank,verified
BNK861937,APP61083225,XXXXXXXX0698,YBHI0100673,axis bank,verified
BNK432079,APP44309553,XXXXXXXX5058,GAVK0991014,Punjab National Bank,verified
BNK819366,APP15572812,XXXXXXXX3175,UIVG0888448,Axis Bank,Verified
BNK609901,APP21007053,XXXXXXXX9960,XSXJ0295189,Kotak Mahindra Bank,Verified
BNK633525,APP10740129,XXXXXXXX4373,MCFZ0115793,Punjab National Bank,verified
BNK555819,APP23330720,XXXXXXXX2340,wnir0029166,axis bank,Verified
BNK393456,APP88758950,XXXXXXXX3234,BTQE0365912,S.B.I.,verified
BNK895613,APP02966331,XXXXXXXX9318,SPWJ0604099,Kotak Mahindra,Verified
BNK280353,APP32024486,XXXXXXXX5265,ngij0501088,SBI,Verified
BNK039104,APP19605132,XXXXXXXX7733,IOXJ0034727,ICICI Bank,Verified
BNK009342,APP72604386,XXXXXXXX4464,JIMP0483666,HDFC BANK,verified
BNK318817,APP60805618,XXXXXXXX5203,TKWK0887018,Hdfc bank Ltd,verified
BNK436684,APP51492432,XXXXXXXX9296,YOSX0660711,PNB,verified
BNK838554,APP12451022,XXXXXXXX9540,KSKG0884135,icici bank,Verified
BNK572694,APP28675389,XXXXXXXX3240,YDSF0769317,Axis Bank,verified
BNK667020,APP28179793,XXXXXXXX3589,TBNN0519462,PNB,Verified
BNK963624,APP92820031,XXXXXXXX4932,JZQL0724082,S.B.I.,Verified
BNK680535,APP34156228,XXXXXXXX0608,JNBK0398491,kotak bank,verified
BNK356079,APP09791746,XXXXXXXX3150,CBBI0451812,AXIS BANK,Verified
BNK274624,APP41740775,XXXXXXXX3113,EVBP0441460,Kotak Mahindra Bank,Verified
BNK265492,APP90157353,XXXXXXXX6031,SHKO0886713,icici bank,verified
BNK883617,APP87200619,XXXXXXXX9679,HCQV0948165,punjab national bank,Verified
BNK149570,APP56599058,XXXXXXXX6026,VMNN0651991,Icici Bank Ltd,Verified
BNK122816,APP14525057,XXXXXXXX0551,AUAK0954038,punjab national bank,Verified
